Family,Station,total.count,depth_bin
Acanthuridae,NA112-H1768,20,"(100,150]"
Acanthuridae,NA112-H1768,4,"(100,150]"
Acanthuridae,NA112-H1768,20,"(100,150]"
Acanthuridae,NA112-H1768,30,"(100,150]"
Acanthuridae,NA112-H1768,20,"(100,150]"
Acanthuridae,NA112-H1768,20,"(100,150]"
Acanthuridae,NA112-H1768,20,"(100,150]"
Acanthuridae,NA112-H1768,7,"(100,150]"
Acanthuridae,NA112-H1768,5,"(100,150]"
Acropomatidae,NA112-H1767,1,"(400,450]"
Acropomatidae,D2-EX1702-13,1,"(450,500]"
Acropomatidae,NA112-H1767,1,"(450,500]"
Acropomatidae,NA112-H1767,1,"(450,500]"
Acropomatidae,D2-EX1702-02,1,"(450,500]"
Acropomatidae,NA112-H1767,1,"(550,600]"
Acropomatidae,NA112-H1766,1,"(600,650]"
Acropomatidae,NA112-H1767,1,"(600,650]"
Acropomatidae,NA112-H1767,1,"(600,650]"
Acropomatidae,NA112-H1767,1,"(600,650]"
Acropomatidae,NA112-H1767,1,"(600,650]"
Acropomatidae,NA112-H1767,1,"(650,700]"
Acropomatidae,NA112-H1766,1,"(650,700]"
Acropomatidae,NA112-H1766,1,"(700,750]"
Acropomatidae,D2-EX1504L4-01,1,"(350,400]"
Acropomatidae,D2-EX1706-01,3,"(450,500]"
Acropomatidae,D2-EX1706-01,1,"(450,500]"
Acropomatidae,D2-EX1706-01,1,"(450,500]"
Acropomatidae,D2-EX1706-01,1,"(450,500]"
Acropomatidae,D2-EX1706-01,1,"(450,500]"
Acropomatidae,D2-EX1705-05,1,"(350,400]"
Acropomatidae,D2-EX1705-05,1,"(350,400]"
Acropomatidae,D2-EX1705-05,1,"(350,400]"
Acropomatidae,D2-EX1705-05,1,"(350,400]"
Acropomatidae,D2-EX1705-05,1,"(400,450]"
Acropomatidae,D2-EX1703-08,1,"(650,700]"
Acropomatidae,D2-EX1705-05,1,"(700,750]"
Acropomatidae,D2-EX1705-05,1,"(700,750]"
Acropomatidae,D2-EX1705-05,1,"(750,800]"
Acropomatidae,D2-EX1705-05,1,"(750,800]"
Alepocephalidae,D2-EX1702-03,1,"(2.4e+03,2.45e+03]"
Alepocephalidae,D2-EX1603-04,1,"(1.5e+03,1.55e+03]"
Alepocephalidae,D2-EX1504L2-10,1,"(2e+03,2.05e+03]"
Alepocephalidae,D2-EX1605L3-19,1,"(1.7e+03,1.75e+03]"
Alepocephalidae,D2-EX1606-12,1,"(1.2e+03,1.25e+03]"
Aphyonidae,D2-EX1605L3-14,1,"(2.5e+03,2.55e+03]"
Apogonidae,NA112-H1768,1,"(100,150]"
Ariommatidae,D2-EX1702-09,1,"(700,750]"
Ariommatidae,D2-EX1605L3-08,1,"(300,350]"
Ateleopodidae,NA112-H1767,1,"(250,300]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1504L4-01,1,"(300,350]"
Ateleopodidae,D2-EX1605L1-18,1,"(300,350]"
Ateleopodidae,D2-EX1605L1-18,1,"(300,350]"
Aulostomidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,5,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,1,"(100,150]"
Balistidae,NA112-H1768,3,"(100,150]"
Balistidae,NA112-H1768,3,"(100,150]"
Balistidae,NA112-H1768,4,"(100,150]"
Barbourisiidae,D2-EX1605L1-08,1,"(1.3e+03,1.35e+03]"
Barbourisiidae,D2-EX1703-15,1,"(1.25e+03,1.3e+03]"
Barbourisiidae,D2-EX1703-15,1,"(1.3e+03,1.35e+03]"
Bathysauridae,NA101-H1726,1,"(2.6e+03,2.65e+03]"
Bathysauridae,D2-EX1708-07,1,"(2e+03,2.05e+03]"
Bathysauridae,D2-EX1708-14,1,"(2.55e+03,2.6e+03]"
Bathysauridae,D2-EX1708-09,1,"(3.05e+03,3.1e+03]"
Bathysauridae,D2-EX1603-01,1,"(4.25e+03,4.3e+03]"
Bathysauridae,D2-EX1605L1-07,1,"(2.25e+03,2.3e+03]"
Bathysauridae,D2-EX1605L1-11,1,"(3.25e+03,3.3e+03]"
Bathysauridae,D2-EX1605L1-13,1,"(3.65e+03,3.7e+03]"
Bathysauridae,D2-EX1605L3-13,1,"(4.8e+03,4.85e+03]"
Bathysauridae,D2-EX1605L3-13,1,"(4.8e+03,4.85e+03]"
Bathysauridae,D2-EX1605L3-13,1,"(4.8e+03,4.85e+03]"
Bathysauridae,D2-EX1705-08,1,"(4.45e+03,4.5e+03]"
Bembridae,D2-EX1702-10,1,"(550,600]"
Bembridae,D2-EX1703-10,1,"(500,550]"
Bembridae,D2-EX1703-10,2,"(500,550]"
Bembridae,D2-EX1703-10,1,"(550,600]"
Berycidae,NA112-H1767,1,"(200,250]"
Berycidae,NA112-H1767,1,"(250,300]"
Berycidae,D2-EX1706-04,1,"(400,450]"
Berycidae,D2-EX1504L3-03,1,"(450,500]"
Berycidae,D2-EX1504L3-03,1,"(450,500]"
Berycidae,D2-EX1706-04,1,"(450,500]"
Berycidae,D2-EX1706-04,1,"(450,500]"
Berycidae,D2-EX1504L4-02,1,"(500,550]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L3-06,3,"(250,300]"
Berycidae,D2-EX1605L3-06,2,"(250,300]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L3-06,2,"(250,300]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L3-06,2,"(250,300]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L3-06,2,"(250,300]"
Berycidae,D2-EX1605L3-05,1,"(250,300]"
Berycidae,D2-EX1605L3-05,1,"(250,300]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L3-06,1,"(250,300]"
Berycidae,D2-EX1605L1-01,1,"(400,450]"
Berycidae,D2-EX1605L3-03,2,"(450,500]"
Berycidae,D2-EX1605L3-03,1,"(450,500]"
Berycidae,D2-EX1605L3-01,1,"(500,550]"
Berycidae,D2-EX1605L1-01,1,"(550,600]"
Berycidae,D2-EX1605L1-01,1,"(550,600]"
Berycidae,D2-EX1605L1-01,1,"(550,600]"
Berycidae,D2-EX1605L1-01,1,"(550,600]"
Berycidae,D2-EX1705-10,1,"(350,400]"
Berycidae,D2-EX1703-17,1,"(650,700]"
Berycidae,D2-EX1703-17,1,"(650,700]"
Berycidae,D2-EX1703-17,1,"(700,750]"
Berycidae,D2-EX1703-17,1,"(700,750]"
Berycidae,D2-EX1703-08,1,"(700,750]"
Berycidae,D2-EX1703-17,1,"(700,750]"
Berycidae,D2-EX1703-17,1,"(700,750]"
Berycidae,D2-EX1703-17,1,"(700,750]"
Berycidae,D2-EX1606-11,7,"(400,450]"
Berycidae,D2-EX1606-11,3,"(400,450]"
Berycidae,D2-EX1606-11,2,"(400,450]"
Berycidae,D2-EX1606-11,1,"(400,450]"
Berycidae,D2-EX1606-11,10,"(400,450]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,7,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,3,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,10,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,1,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,2,"(450,500]"
Berycidae,D2-EX1606-11,1,"(500,550]"
Berycidae,D2-EX1606-11,3,"(500,550]"
Berycidae,D2-EX1606-11,1,"(500,550]"
Berycidae,D2-EX1606-11,8,"(500,550]"
Berycidae,D2-EX1606-11,1,"(500,550]"
Bothidae,D2-EX1605L3-05,1,"(250,300]"
Bothidae,D2-EX1703-02,1,"(250,300]"
Bramidae,D2-EX1702-02,1,"(400,450]"
Bramidae,D2-EX1702-02,1,"(450,500]"
Bramidae,NA112-H1767,1,"(500,550]"
Bramidae,D2-EX1504L3-03,1,"(450,500]"
Bramidae,D2-EX1504L3-03,1,"(450,500]"
Bramidae,D2-EX1504L3-03,1,"(450,500]"
Bramidae,D2-EX1605L1-01,1,"(550,600]"
Bramidae,D2-EX1703-17,1,"(450,500]"
Bramidae,D2-EX1703-17,1,"(450,500]"
Bythitidae,NA101-H1715,1,"(1.65e+03,1.7e+03]"
Bythitidae,NA101-H1715,1,"(1.65e+03,1.7e+03]"
Bythitidae,NA101-H1717,1,"(1.85e+03,1.9e+03]"
Bythitidae,NA101-H1717,1,"(1.95e+03,2e+03]"
Bythitidae,NA101-H1717,1,"(2.05e+03,2.1e+03]"
Bythitidae,D2-EX1603-06,1,"(850,900]"
Bythitidae,D2-EX1504L3-05,1,"(950,1e+03]"
Bythitidae,D2-EX1504L2-08,1,"(1.15e+03,1.2e+03]"
Bythitidae,D2-EX1504L2-08,1,"(1.2e+03,1.25e+03]"
Bythitidae,D2-EX1706-13,2,"(1.3e+03,1.35e+03]"
Bythitidae,D2-EX1603-05,1,"(1.65e+03,1.7e+03]"
Bythitidae,D2-EX1708-13,1,"(1.75e+03,1.8e+03]"
Bythitidae,D2-EX1708-17,1,"(1.9e+03,1.95e+03]"
Bythitidae,D2-EX1708-12,1,"(1.95e+03,2e+03]"
Bythitidae,D2-EX1708-12,1,"(1.95e+03,2e+03]"
Bythitidae,D2-EX1708-17,1,"(2e+03,2.05e+03]"
Bythitidae,D2-EX1504L3-06,1,"(2.05e+03,2.1e+03]"
Bythitidae,D2-EX1708-18,1,"(2.15e+03,2.2e+03]"
Bythitidae,D2-EX1708-08,1,"(2.25e+03,2.3e+03]"
Bythitidae,FK190726-S0287,1,"(1.35e+03,1.4e+03]"
Bythitidae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Bythitidae,FK190726-S0282,1,"(1.5e+03,1.55e+03]"
Bythitidae,FK190726-S0284,1,"(1.75e+03,1.8e+03]"
Bythitidae,FK190726-S0284,1,"(1.8e+03,1.85e+03]"
Bythitidae,FK190726-S0290,1,"(1.95e+03,2e+03]"
Bythitidae,FK190726-S0284,1,"(1.95e+03,2e+03]"
Bythitidae,D2-EX1605L3-15,1,"(1.65e+03,1.7e+03]"
Bythitidae,D2-EX1703-17,1,"(600,650]"
Bythitidae,D2-EX1703-17,1,"(650,700]"
Bythitidae,D2-EX1703-08,1,"(700,750]"
Bythitidae,D2-EX1703-08,1,"(700,750]"
Bythitidae,D2-EX1705-07,1,"(850,900]"
Bythitidae,D2-EX1705-07,1,"(850,900]"
Bythitidae,D2-EX1705-07,1,"(850,900]"
Bythitidae,D2-EX1705-07,1,"(950,1e+03]"
Bythitidae,D2-EX1703-15,1,"(1e+03,1.05e+03]"
Bythitidae,D2-EX1703-15,1,"(1e+03,1.05e+03]"
Bythitidae,D2-EX1703-15,1,"(1.1e+03,1.15e+03]"
Bythitidae,D2-EX1703-04,1,"(1.1e+03,1.15e+03]"
Bythitidae,D2-EX1703-13,1,"(1.15e+03,1.2e+03]"
Bythitidae,D2-EX1703-04,1,"(1.15e+03,1.2e+03]"
Bythitidae,D2-EX1703-06,1,"(1.5e+03,1.55e+03]"
Bythitidae,D2-EX1703-06,1,"(1.55e+03,1.6e+03]"
Bythitidae,D2-EX1703-12,1,"(1.65e+03,1.7e+03]"
Bythitidae,D2-EX1703-05,1,"(2.1e+03,2.15e+03]"
Bythitidae,D2-EX1705-03,2,"(2.15e+03,2.2e+03]"
Bythitidae,D2-EX1705-03,1,"(2.15e+03,2.2e+03]"
Bythitidae,D2-EX1606-08,1,"(700,750]"
Bythitidae,D2-EX1606-08,1,"(850,900]"
Bythitidae,D2-EX1606-08,2,"(850,900]"
Bythitidae,D2-EX1606-08,1,"(900,950]"
Callanthiidae,NA112-H1767,1,"(200,250]"
Callanthiidae,D2-EX1705-01,1,"(200,250]"
Callanthiidae,D2-EX1705-01,1,"(200,250]"
Callanthiidae,D2-EX1705-01,3,"(200,250]"
Callanthiidae,D2-EX1705-01,1,"(200,250]"
Callanthiidae,D2-EX1702-13,1,"(250,300]"
Callanthiidae,D2-EX1702-13,5,"(250,300]"
Callanthiidae,D2-EX1702-13,3,"(250,300]"
Callanthiidae,D2-EX1705-01,2,"(250,300]"
Callanthiidae,D2-EX1705-01,1,"(250,300]"
Callanthiidae,NA112-H1767,1,"(300,350]"
Callanthiidae,NA112-H1767,1,"(300,350]"
Callanthiidae,D2-EX1702-13,1,"(300,350]"
Callanthiidae,NA112-H1772,1,"(300,350]"
Callanthiidae,NA112-H1772,1,"(300,350]"
Callanthiidae,D2-EX1702-02,1,"(350,400]"
Callanthiidae,D2-EX1702-13,1,"(350,400]"
Callanthiidae,D2-EX1702-13,1,"(350,400]"
Callanthiidae,D2-EX1702-13,1,"(350,400]"
Callanthiidae,D2-EX1702-10,1,"(350,400]"
Callanthiidae,D2-EX1708-20,1,"(250,300]"
Callanthiidae,D2-EX1708-20,1,"(250,300]"
Callanthiidae,D2-EX1708-20,3,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,1,"(300,350]"
Callanthiidae,D2-EX1708-20,3,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,1,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,4,"(300,350]"
Callanthiidae,D2-EX1708-20,3,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,1,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1708-20,2,"(300,350]"
Callanthiidae,D2-EX1708-20,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1504L4-02,1,"(300,350]"
Callanthiidae,D2-EX1706-04,1,"(350,400]"
Callanthiidae,D2-EX1706-04,1,"(350,400]"
Callanthiidae,D2-EX1706-04,1,"(350,400]"
Callanthiidae,D2-EX1605L1-17,2,"(250,300]"
Callanthiidae,D2-EX1605L1-17,2,"(250,300]"
Callanthiidae,D2-EX1605L1-17,3,"(250,300]"
Callanthiidae,D2-EX1605L1-17,4,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,50,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,20,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,50,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,300,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,3,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,200,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,30,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,2,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,2,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,2,"(250,300]"
Callanthiidae,D2-EX1605L3-06,20,"(250,300]"
Callanthiidae,D2-EX1605L3-06,30,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,100,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,2,"(250,300]"
Callanthiidae,D2-EX1605L3-06,10,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,3,"(250,300]"
Callanthiidae,D2-EX1605L3-06,5,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,5,"(250,300]"
Callanthiidae,D2-EX1605L3-06,5,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(250,300]"
Callanthiidae,D2-EX1605L3-06,2,"(250,300]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,15,"(300,350]"
Callanthiidae,D2-EX1605L3-06,10,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,30,"(300,350]"
Callanthiidae,D2-EX1605L3-06,10,"(300,350]"
Callanthiidae,D2-EX1605L3-06,30,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,2,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,15,"(300,350]"
Callanthiidae,D2-EX1605L3-08,15,"(300,350]"
Callanthiidae,D2-EX1605L3-08,2,"(300,350]"
Callanthiidae,D2-EX1605L3-08,30,"(300,350]"
Callanthiidae,D2-EX1605L3-08,15,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,15,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L1-02,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,2,"(300,350]"
Callanthiidae,D2-EX1605L3-06,3,"(300,350]"
Callanthiidae,D2-EX1605L3-03,4,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,4,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,3,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,5,"(300,350]"
Callanthiidae,D2-EX1605L3-03,2,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,4,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-03,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,4,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,3,"(300,350]"
Callanthiidae,D2-EX1605L3-06,2,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,1,"(300,350]"
Callanthiidae,D2-EX1605L3-06,2,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(300,350]"
Callanthiidae,D2-EX1605L3-08,1,"(350,400]"
Callanthiidae,D2-EX1605L3-08,1,"(350,400]"
Callanthiidae,D2-EX1605L3-08,3,"(350,400]"
Callanthiidae,D2-EX1605L3-08,2,"(350,400]"
Callanthiidae,D2-EX1605L1-12,1,"(350,400]"
Callanthiidae,D2-EX1605L3-02,1,"(350,400]"
Callanthiidae,D2-EX1605L3-08,1,"(350,400]"
Callanthiidae,D2-EX1605L3-03,1,"(400,450]"
Callanthiidae,D2-EX1703-02,1,"(250,300]"
Callanthiidae,D2-EX1703-02,1,"(250,300]"
Callanthiidae,D2-EX1703-02,1,"(250,300]"
Callanthiidae,D2-EX1703-02,1,"(250,300]"
Callanthiidae,D2-EX1703-02,1,"(250,300]"
Callanthiidae,D2-EX1703-02,7,"(250,300]"
Callanthiidae,D2-EX1705-10,1,"(300,350]"
Callanthiidae,D2-EX1705-10,1,"(300,350]"
Callanthiidae,D2-EX1705-10,1,"(300,350]"
Callanthiidae,D2-EX1703-10,1,"(350,400]"
Callanthiidae,D2-EX1703-02,1,"(350,400]"
Callanthiidae,D2-EX1703-02,1,"(350,400]"
Callanthiidae,D2-EX1703-10,1,"(350,400]"
Callanthiidae,D2-EX1703-10,2,"(350,400]"
Callanthiidae,D2-EX1703-02,1,"(350,400]"
Callanthiidae,D2-EX1703-02,1,"(350,400]"
Callanthiidae,D2-EX1703-02,1,"(350,400]"
Callionymidae,NA112-H1772,1,"(300,350]"
Callionymidae,D2-EX1605L1-19,1,"(200,250]"
Callionymidae,D2-EX1605L1-02,2,"(300,350]"
Callionymidae,D2-EX1605L1-17,1,"(400,450]"
Callionymidae,D2-EX1703-10,1,"(350,400]"
Callionymidae,D2-EX1705-05,2,"(350,400]"
Callionymidae,D2-EX1705-05,1,"(350,400]"
Caproidae,NA112-H1767,1,"(300,350]"
Caproidae,NA112-H1767,1,"(300,350]"
Caproidae,NA112-H1767,1,"(300,350]"
Caproidae,D2-EX1702-10,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,D2-EX1702-10,1,"(300,350]"
Caproidae,D2-EX1702-02,1,"(300,350]"
Caproidae,D2-EX1702-02,1,"(300,350]"
Caproidae,NA112-H1772,1,"(300,350]"
Caproidae,NA112-H1772,1,"(350,400]"
Caproidae,D2-EX1702-02,1,"(400,450]"
Caproidae,D2-EX1708-20,2,"(250,300]"
Caproidae,D2-EX1708-20,2,"(250,300]"
Caproidae,D2-EX1708-20,1,"(250,300]"
Caproidae,D2-EX1708-20,2,"(250,300]"
Caproidae,D2-EX1708-20,2,"(250,300]"
Caproidae,D2-EX1708-20,1,"(250,300]"
Caproidae,D2-EX1708-20,1,"(250,300]"
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1708-20,3,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1708-20,4,"(300,350]"
Caproidae,D2-EX1708-20,5,"(300,350]"
Caproidae,D2-EX1708-20,2,"(300,350]"
Caproidae,D2-EX1708-20,1,"(300,350]"
Caproidae,D2-EX1708-20,4,"(300,350]"
Caproidae,D2-EX1504L4-02,6,"(300,350]"
Caproidae,D2-EX1708-20,4,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-01,1,"(300,350]"
Caproidae,D2-EX1504L4-02,10,"(300,350]"
